date,open,high,low,close,volume
2026-01-21 11:05:00-05:00,1.17042,1.170525,1.170255,1.170305,-1.0
2026-01-21 11:10:00-05:00,1.170305,1.170865,1.170305,1.170815,-1.0
2026-01-21 11:15:00-05:00,1.170815,1.170935,1.17029,1.170315,-1.0
2026-01-21 11:20:00-05:00,1.170315,1.170375,1.16947,1.16964,-1.0
2026-01-21 11:25:00-05:00,1.16964,1.170395,1.16962,1.170275,-1.0
2026-01-21 11:30:00-05:00,1.170275,1.171065,1.17017,1.170885,-1.0
2026-01-21 11:35:00-05:00,1.170885,1.171075,1.170555,1.17072,-1.0
2026-01-21 11:40:00-05:00,1.17072,1.17073,1.170145,1.17021,-1.0
2026-01-21 11:45:00-05:00,1.17021,1.17059,1.17021,1.17052,-1.0
2026-01-21 11:50:00-05:00,1.17052,1.170755,1.169705,1.170305,-1.0
2026-01-21 11:55:00-05:00,1.170305,1.170425,1.170065,1.17033,-1.0
2026-01-21 12:00:00-05:00,1.17033,1.170665,1.170115,1.17043,-1.0
2026-01-21 12:05:00-05:00,1.17043,1.17089,1.17043,1.17087,-1.0
2026-01-21 12:10:00-05:00,1.17087,1.170975,1.170655,1.17096,-1.0
2026-01-21 12:15:00-05:00,1.17096,1.17107,1.17085,1.17095,-1.0
2026-01-21 12:20:00-05:00,1.17095,1.17116,1.170865,1.170865,-1.0
2026-01-21 12:25:00-05:00,1.170865,1.17104,1.170765,1.170795,-1.0
2026-01-21 12:30:00-05:00,1.170795,1.1708,1.170025,1.170055,-1.0
2026-01-21 12:35:00-05:00,1.170055,1.17033,1.169865,1.170125,-1.0
2026-01-21 12:40:00-05:00,1.170125,1.17031,1.16971,1.16986,-1.0
2026-01-21 12:45:00-05:00,1.16986,1.169985,1.169735,1.169855,-1.0
2026-01-21 12:50:00-05:00,1.169855,1.170335,1.16983,1.17033,-1.0
2026-01-21 12:55:00-05:00,1.17033,1.1704,1.170215,1.17029,-1.0
2026-01-21 13:00:00-05:00,1.17029,1.170335,1.169905,1.169915,-1.0
2026-01-21 13:05:00-05:00,1.169915,1.170135,1.16982,1.169975,-1.0
2026-01-21 13:10:00-05:00,1.169975,1.170085,1.169845,1.169925,-1.0
2026-01-21 13:15:00-05:00,1.169925,1.17007,1.169725,1.169765,-1.0
2026-01-21 13:20:00-05:00,1.169765,1.170085,1.169725,1.170015,-1.0
2026-01-21 13:25:00-05:00,1.170015,1.17009,1.169975,1.169985,-1.0
2026-01-21 13:30:00-05:00,1.169985,1.17019,1.16975,1.16992,-1.0
2026-01-21 13:35:00-05:00,1.16992,1.169985,1.16959,1.169595,-1.0
2026-01-21 13:40:00-05:00,1.169595,1.169705,1.169365,1.169705,-1.0
2026-01-21 13:45:00-05:00,1.169705,1.16993,1.169665,1.169865,-1.0
2026-01-21 13:50:00-05:00,1.169865,1.16999,1.169755,1.169865,-1.0
2026-01-21 13:55:00-05:00,1.169865,1.169885,1.169565,1.169695,-1.0
2026-01-21 14:00:00-05:00,1.169695,1.169775,1.169515,1.16977,-1.0
2026-01-21 14:05:00-05:00,1.16977,1.169805,1.169495,1.169525,-1.0
2026-01-21 14:10:00-05:00,1.169525,1.16975,1.169515,1.16973,-1.0
2026-01-21 14:15:00-05:00,1.16973,1.169945,1.169635,1.1699,-1.0
