date,open,high,low,close,volume
2024-07-31,1.081475,1.084935,1.080195,1.082575,-1.0
2024-08-01,1.08245,1.08355,1.07775,1.079155,-1.0
2024-08-02,1.079175,1.09267,1.078195,1.09091,-1.0
2024-08-05,1.09215,1.1009,1.08924,1.09525,-1.0
2024-08-06,1.095045,1.096315,1.090375,1.093145,-1.0
2024-08-07,1.092975,1.093665,1.09055,1.092175,-1.0
2024-08-08,1.0921,1.09452,1.08814,1.09186,-1.0
2024-08-09,1.09165,1.09314,1.090915,1.091685,-1.0
2024-08-12,1.09175,1.093945,1.091005,1.093165,-1.0
2024-08-13,1.093125,1.099965,1.09137,1.099335,-1.0
2024-08-14,1.09925,1.104745,1.09865,1.101235,-1.0
2024-08-15,1.101225,1.10158,1.09496,1.097275,-1.0
2024-08-16,1.097225,1.10298,1.097095,1.102605,-1.0
2024-08-19,1.10265,1.108635,1.102275,1.108505,-1.0
2024-08-20,1.10855,1.11306,1.10719,1.112985,-1.0
2024-08-21,1.11265,1.117415,1.109915,1.11497,-1.0
2024-08-22,1.11497,1.116535,1.109815,1.11123,-1.0
2024-08-23,1.11115,1.120095,1.110545,1.11905,-1.0
2024-08-26,1.119075,1.120155,1.115005,1.116115,-1.0
2024-08-27,1.11622,1.119055,1.11499,1.118415,-1.0
2024-08-28,1.118225,1.11855,1.110495,1.11197,-1.0
2024-08-29,1.11195,1.113995,1.105575,1.10774,-1.0
2024-08-30,1.107735,1.109505,1.104385,1.104615,-1.0
2024-09-02,1.1048,1.10775,1.104205,1.10718,-1.0
2024-09-03,1.10727,1.107285,1.10264,1.104335,-1.0
2024-09-04,1.10414,1.10951,1.10396,1.10821,-1.0
2024-09-05,1.108325,1.11197,1.107475,1.11105,-1.0
2024-09-06,1.1111,1.115565,1.10657,1.10846,-1.0
2024-09-09,1.108375,1.10912,1.103375,1.103445,-1.0
2024-09-10,1.103725,1.104985,1.101515,1.101965,-1.0
2024-09-11,1.10195,1.105485,1.1002,1.10121,-1.0
2024-09-12,1.101405,1.10752,1.100555,1.107445,-1.0
2024-09-13,1.10735,1.11019,1.10704,1.107205,-1.0
2024-09-16,1.107925,1.11376,1.10749,1.11328,-1.0
2024-09-17,1.11325,1.114635,1.111085,1.111365,-1.0
2024-09-18,1.111525,1.11893,1.109675,1.11189,-1.0
2024-09-19,1.11163,1.117895,1.106845,1.11617,-1.0
2024-09-20,1.116175,1.11819,1.113615,1.116345,-1.0
2024-09-23,1.11665,1.116725,1.108325,1.111125,-1.0
2024-09-24,1.111385,1.118095,1.110345,1.117965,-1.0
2024-09-25,1.117875,1.121405,1.11216,1.113285,-1.0
2024-09-26,1.11318,1.118925,1.112575,1.117675,-1.0
2024-09-27,1.11765,1.120305,1.112475,1.116455,-1.0
2024-09-30,1.11603,1.120905,1.111375,1.11349,-1.0
2024-10-01,1.113365,1.114415,1.104585,1.106785,-1.0
2024-10-02,1.107,1.108295,1.10327,1.104475,-1.0
2024-10-03,1.10485,1.104945,1.100835,1.10316,-1.0
2024-10-04,1.1032,1.103965,1.095135,1.097145,-1.0
2024-10-07,1.09678,1.09869,1.095435,1.0969,-1.0
2024-10-08,1.097525,1.099715,1.0961,1.098145,-1.0
2024-10-09,1.097575,1.0981,1.09362,1.093885,-1.0
2024-10-10,1.094085,1.09551,1.090015,1.093535,-1.0
